SMPLID,DIR,RawInputSize,InputIsPaired,InputIsSingle,FilteredContaRdsPerc,Kraken_human,FilteredContaRds,FilteredNonContaRds,FilteredContaRdsPerc_EBI,FilteredContaRds_EBI,FilteredNonContaRds_EBI,totRds,Rejected1,Rejected2,Accepted1,Accepted2,Singl1,Singl2,AvgSeqLen,MaxSeqLength,AvgSeqQual,accErr,Merged,NotMerged,AvgGenomeSizeEst,TotalGenomesEst,ContigN50,NScaff400,NScaffG1k,NScaffG10k,NScaffG100k,NScaffG1M,ScaffN50,ScaffMaxSize,ScaffSize,CircCtgs,CircCtgG1M,ReadsPaired,AlignedReads,OverallAlignment,UniqueAlgned,MultAlign,DisconcAlign,SingleUniqAlign,SingleMultiAlign,OpticalDuplicates,PCRduplicates,PassedMD,EstLibSize,GeneNumber,AvgGeneLength,AvgComplGeneLength,BpGenes,BpNotGenes,Gcomplete,G5pComplete,G3pComplete,Gincomplete,HQ_bins_SB,MQ_bins_SB,HQ_bins_MB2,MQ_bins_MB2,HQ_bins_MD,MQ_bins_MD,HQ_bins_GF,MQ_bins_GF,SNP_TotalResolvedBp,SNP_fastaEntries,SNP_Num,SNP_Passed,SNP_resolved,INDEL_Num,INDEL_Passed
CD11,SRR17483796,-1,0,0,0.11;0.19,0.001234727,32533,26315803,0.001217048,68846,56499168,56531072,2859220,4475660,25406316,23789876,0,0,150,150,36,0,,,,,16642,17397,6701,740,62,0,16642,460706,50992784,0,0,,,,,,,,,0,11243824,44730187,60220271,59450,761,903,45292369,5648340,37042,8597,8641,5170,5,2,,,,,,,0,0,0,0,0,0,0
CD02,SRR17483797,-1,0,0,0.11;0.17,0.00120551,30094,24933607,0.001185923,64286,54143296,54182604,2879448,5881020,24211854,21210282,0,0,150,150,36,0,,,,,23744,51788,16153,1718,163,0,23744,655022,130808089,0,0,,,,,,,,,0,10798998,42137993,55762279,157200,736,906,115750932,14898510,91028,24649,24330,17193,10,5,,,,,,,0,0,0,0,0,0,0
CD01,SRR17483798,-1,0,0,0.06;0.12,0.000639263,16552,25875770,0.000599327,33400,55695738,55682388,2785244,4690080,25055950,23151114,0,0,150,150,36,0,,,,,6498,40575,14180,1017,56,0,6498,660146,84022480,0,0,,,,,,,,,0,11023145,43960356,59252986,106858,693,873,74095310,9813505,54194,20399,19992,12273,9,0,,,,,,,0,0,0,0,0,0,0
Federici9835,9835,-1,0,0,0.02;0.01,0.000152881,33915,221805100,2.95476E-05,15268,516710534,516664082,59173517,62395621,199171799,195949294,0,0,150,151,35.7,0,,,,,10470,68688,18879,1496,173,0,10470,729767,140626396,0,0,,,,,,,,,0,44342854,464269363,1471637650,176937,700,903,123857916,16544198,89870,31775,31668,23624,15,6,,,,,,,0,0,0,0,0,0,0
Federici9903,9903,-1,0,0,0.01;0.00,4.6395E-05,7959,171540875,2.7396E-06,1122,409547634,409541480,54646276,55272347,150124464,149498393,0,0,7.73,151,7.14,0,,,,,31850,69077,26110,3274,361,0,31850,639358,236738978,0,0,,,,,,,,,0,26136822,378469246,1552586602,265101,788,925,209142351,27333702,176667,34369,34150,19915,27,7,,,,,,,0,0,0,0,0,0,0
Federici9826,9826,-1,0,0,0.39;1.05,0.005614409,24799,4392229,0.017762177,198520,10978038,11171512,1742334,1721536,3843422,3864220,0,0,151,151,35.7,0,,,,,1386,59927,13845,445,31,0,1386,320844,69402638,0,0,,,,,,,,,0,336090,7855829,51367300,106550,579,813,61744009,7451943,29964,27245,27102,22239,2,0,,,,,,,0,0,0,0,0,0,0
Federici9885,9885,-1,0,0,0.57;1.05,0.007015205,32715,4630727,0.018433399,221878,11814860,12031550,1961749,1997250,4054026,4018525,0,0,151,151,35.7,0,,,,,1231,122892,30610,798,12,0,1231,158104,131458437,0,0,,,,,,,,,0,157011,7372101,95214809,209039,558,762,116786587,14297379,51326,57108,56153,44452,3,2,,,,,,,0,0,0,0,0,0,0
Federici9852,9852,-1,0,0,0.20;0.58,0.002909499,35937,12315675,0.007678502,227418,29390076,29611222,3730382,4128494,11075229,10677117,0,0,151,151,35.8,0,,,,,9368,60529,20371,1752,130,0,9368,614088,135573784,0,0,,,,,,,,,0,1531444,25450277,115919245,166903,719,901,120003743,15341400,88186,30091,29888,18738,11,8,,,,,,,0,0,0,0,0,0,0
Federici9833,9833,-1,0,0,0.56;1.21,0.007712526,36036,4636363,0.022871578,279448,11938686,12211864,2170288,2240896,3935644,3865036,0,0,151,151,35.7,0,,,,,1675,79793,23055,751,24,0,1675,419881,101910545,0,0,,,,,,,,,0,372663,8544299,51970691,147449,615,843,90731404,10936232,44553,37935,37556,27405,4,1,,,,,,,0,0,0,0,0,0,0
Federici9883,9883,-1,0,0,0.01;0.00,6.19482E-05,10047,162173777,6.0789E-06,2300,378355594,378349002,42104725,42447259,147069776,146727242,0,0,4.67,151,6.61,0,,,,,5961,175513,46986,3388,304,0,5961,688541,312723043,0,0,,,,,,,,,0,35242560,337276793,936007134,413351,669,882,276564502,35641654,187600,82902,82319,60530,25,2,,,,,,,0,0,0,0,0,0,0
Federici9868,9868,-1,0,0,0.01;0.00,8.92668E-05,12176,136387908,2.45552E-06,790,321723070,321720676,39735672,40457598,121124666,120402740,0,0,9.04,151,0.305,0,,,,,33478,70223,21369,2889,313,0,33478,823208,207009307,0,0,,,,,,,,,0,24139533,292997832,1018245709,241504,756,909,182616710,24156681,152382,33469,33015,22638,22,8,,,,,,,0,0,0,0,0,0,0
Federici9842,9842,-1,0,0,0.08;0.11,0.000875439,96942,110638325,0.000377027,99824,264666566,264758296,35261541,37017367,97117607,95361781,0,0,18.1,151,35.8,0,,,,,23564,88487,26518,2834,297,0,23564,601755,222908589,0,0,,,,,,,,,0,17775388,240633817,981431211,270115,728,897,196709048,25898684,157701,42088,41647,28679,21,10,,,,,,,0,0,0,0,0,0,0
Federici9893,9893,-1,0,0,0.32;0.73,0.004166476,37353,8927777,0.010783115,235216,21578146,21808276,2971689,2927912,7932449,7976226,0,0,151,151,35.8,0,,,,,2849,132659,38884,2513,47,0,2849,287502,203752333,0,0,,,,,,,,,0,961353,16530239,75340603,279393,645,869,180422691,22928269,107828,64073,63155,44337,11,11,,,,,,,0,0,0,0,0,0,0
Federici9906,9906,-1,0,0,0.05;0.06,0.000528278,3079,5825291,0.000420626,5910,14044578,14048382,1827838,1775027,5196353,5249164,0,0,150,151,35.8,0,,,,,2062,96244,27256,1107,32,0,2062,536030,129810511,0,0,,,,,,,,,0,559473,9499393,43008064,186517,615,835,114724601,14810793,63027,45380,45010,33100,8,2,,,,,,,0,0,0,0,0,0,0
Federici9828,9828,-1,0,0,0.01;0.00,8.62743E-05,11718,135810918,9.5159E-06,3092,324926914,324924386,45417595,45081771,117044598,117380422,0,0,4.09,151,35.7,0,,,,,3784,148234,43442,2903,126,0,3784,910922,246761244,0,0,,,,,,,,,0,24639476,292275503,1070985706,330816,655,860,216771711,29141791,141583,70093,69699,49441,10,11,,,,,,,0,0,0,0,0,0,0
Federici9872,9872,-1,0,0,0.01;0.00,0.000103138,14527,140836243,4.77007E-06,1578,330811484,330793350,38844204,38097923,126552471,127298752,0,0,14.8,151,1.85,0,,,,,7347,96392,32167,2466,168,0,7347,909432,197542268,0,0,,,,,,,,,0,27852550,298002321,927811414,251132,692,877,173937235,23316619,126048,47838,47528,29718,17,7,,,,,,,0,0,0,0,0,0,0
Federici9837,9837,-1,0,0,0.24;0.71,0.003619515,27396,7541573,0.010464987,194390,18380884,18569548,2515685,2897245,6769089,6387529,0,0,151,151,35.8,0,,,,,2453,94033,28443,1335,41,0,2453,629224,140174785,0,0,,,,,,,,,0,852034,13950378,63269466,194671,639,857,124408646,15493295,72857,45391,45082,31341,9,3,,,,,,,0,0,0,0,0,0,0
Federici9839,9839,-1,0,0,0.02;0.00,0.000131942,21196,160624943,5.70075E-06,2162,379246190,379208108,41492547,45806774,148111507,143797280,0,0,5.2,151,6.85,0,,,,,16798,107664,31522,3581,265,0,16798,908555,253629082,0,0,,,,,,,,,0,62121163,311205930,501874159,312052,716,905,223726316,29551668,172873,52359,52010,34810,29,8,,,,,,,0,0,0,0,0,0,0
Federici9824,9824,-1,0,0,0.10;0.24,0.001354013,57478,42392616,0.003643806,368162,100669590,101029480,13249446,13165921,37265294,37348819,0,0,35.6,151,35.8,0,,,,,14191,94324,27399,2618,239,0,14191,562969,208078272,0,0,,,,,,,,,0,5481191,91508027,430702336,255986,723,923,185246473,22542501,135077,44821,44629,31459,23,7,,,,,,,0,0,0,0,0,0,0
Federici9845,9845,-1,0,0,0.01;0.00,6.16352E-05,6468,104933558,6.87028E-06,1684,245112194,245106248,27715801,29357761,94837323,93195363,0,0,14.9,151,35.8,0,,,,,22677,76965,19016,1755,233,0,22677,560950,162197079,0,0,,,,,,,,,0,16596446,223561771,891659874,204502,701,898,143439131,18531855,107283,34987,34744,27488,20,4,,,,,,,0,0,0,0,0,0,0
Federici9894,9894,-1,0,0,0.01;0.00,7.31845E-05,12238,167208919,2.891E-06,1132,391559374,391547868,44857524,45531197,150916410,150242737,0,0,8.42,151,7.33,0,,,,,7955,97906,28882,2396,185,0,7955,675405,193179883,0,0,,,,,,,,,0,43033109,343448927,815354520,247186,690,889,170796614,22071807,121263,46351,46255,33317,13,7,,,,,,,0,0,0,0,0,0,0
Federici9841,9841,-1,0,0,1.01;1.96,0.012931263,50162,3828964,0.019737028,206986,10280206,10478112,1842521,2025742,3396535,3213314,0,0,150,151,35.8,0,,,,,2144,66012,19829,880,10,0,2144,200002,90563985,0,0,,,,,,,,,0,266824,6301443,49570297,131993,605,798,79910881,10423901,46956,31767,31557,21713,6,4,,,,,,,0,0,0,0,0,0,0
Federici9822,9822,-1,0,0,0.45;1.02,0.006067257,27523,4508794,0.01659127,193082,11444484,11632040,1898734,1897408,3917286,3918612,0,0,151,151,35.7,0,,,,,2243,69786,17661,852,50,0,2243,756310,98243366,0,0,,,,,,,,,0,307826,8147363,63270798,141810,615,828,87317187,10693280,51652,32922,32485,24751,9,5,,,,,,,0,0,0,0,0,0,0
Federici9832,9832,-1,0,0,0.07;0.07,0.000682731,71494,104646211,0.000476102,119194,250234516,250346172,34380224,34234223,90792862,90938863,0,0,8.91,151,35.7,0,,,,,13390,163255,58235,6109,414,0,13390,665455,421129354,0,0,,,,,,,,,0,15220947,228895209,992627804,501906,741,909,372321843,48306011,290136,81979,81049,48742,53,17,,,,,,,0,0,0,0,0,0,0
Federici9909,9909,-1,0,0,0.01;0.00,9.03307E-05,15608,172771658,2.25305E-06,916,406559808,406544390,48613093,49131942,154659102,154140253,0,0,11.9,151,8.02,0,,,,,7466,361612,121286,10182,560,0,7466,555163,755273383,0,0,,,,,,,,,0,25551659,370955746,1512988981,962602,695,881,669179159,85266244,487956,183138,181495,110013,75,26,,,,,,,0,0,0,0,0,0,0
Federici9821,9821,-1,0,0,0.01;0.00,0.000122319,23361,190961307,6.26705E-06,2758,440076892,440031527,47267642,46253147,172754952,173773557,0,0,150,151,35.7,0,,,,,8960,314693,121527,11813,479,0,8960,937702,762173924,0,0,,,,,,,,,0,26216592,404043635,1779247271,927275,725,896,672650740,88619996,509291,166161,164952,86871,70,26,,,,,,,0,0,0,0,0,0,0
Federici9902,9902,-1,0,0,0.00;0.00,2.05856E-05,3411,165694804,5.32377E-06,2088,392201162,392195188,49257091,49228117,146840503,146869477,0,0,4.57,151,6.54,0,,,,,10045,66827,22453,1709,157,0,10045,760264,149977981,0,0,,,,,,,,,0,41582959,345964171,851974828,183744,722,902,132668418,17095296,97607,32531,32351,21255,13,2,,,,,,,0,0,0,0,0,0,0
Federici9830,9830,-1,0,0,0.01;0.00,7.84446E-05,14396,183503689,8.47324E-06,3708,437609358,437601152,59383135,58317043,159417441,160483533,0,0,16.1,151,8.81,0,,,,,12377,124967,47748,4912,270,0,12377,690130,321631124,0,0,,,,,,,,,0,28041674,402979860,1700157964,383406,740,901,283762677,37503636,220337,64197,63357,35515,34,19,,,,,,,0,0,0,0,0,0,0
Federici9834,9834,-1,0,0,0.01;0.00,6.99812E-05,12474,178235432,1.24476E-05,5270,423368404,423364834,55374197,54511908,156308220,157170509,0,0,13.4,151,8.31,0,,,,,12460,213912,79667,7850,474,0,12460,645693,538594145,0,0,,,,,,,,,0,32214655,383240435,1330056370,649637,732,897,475881118,62102620,370601,109700,108817,60519,66,25,,,,,,,0,0,0,0,0,0,0
Federici9718,9718,-1,0,0,0.01;0.00,9.86234E-05,20865,211541418,4.73729E-06,2064,435690130,435671015,12897292,13011278,204938143,204824218,0,0,151,151,36,0,,,,,13420,295048,106296,12537,664,0,13420,808057,774830652,0,0,,,,,,,,,0,31062258,396563337,1459502378,930365,732,896,681904621,92057204,543537,151803,150483,84542,82,48,,,,,,,0,0,0,0,0,0,0
Federici9907,9907,-1,0,0,0.02;0.02,0.000228134,30431,133360595,0.000203826,64622,316979764,317025278,40804978,40435333,117707661,118077306,0,0,4.75,151,35.8,0,,,,,9671,322280,116993,11320,592,0,9671,638905,765401492,0,0,,,,,,,,,0,19613813,287854602,1192231320,929094,729,908,677770614,86856407,505677,164925,163979,94513,88,33,,,,,,,0,0,0,0,0,0,0
Federici9880,9880,-1,0,0,0.02;0.02,0.000208793,10512,50335937,0.000135442,16096,118824166,118836912,15073636,14937463,44344820,44480993,0,0,53.9,151,35.8,0,,,,,7121,172036,54856,4643,251,0,7121,533934,348520326,0,0,,,,,,,,,0,6713575,105571657,487309396,439934,702,908,309167380,38887746,215970,85173,84620,54171,27,17,,,,,,,0,0,0,0,0,0,0
Federici9905,9905,-1,0,0,0.01;0.00,0.000116061,25727,221641332,2.49218E-06,1282,514408208,514345952,57671877,57993267,199519598,199199526,0,0,151,151,35.7,0,,,,,10291,263641,94773,9164,524,0,10291,894171,627581697,0,0,,,,,,,,,0,33222968,471397683,1917283703,763954,725,899,554560397,72305098,419137,134335,132561,77921,66,37,,,,,,,0,0,0,0,0,0,0
Federici9900,9900,-1,0,0,0.33;0.86,0.004464299,23096,5150393,0.013623172,170806,12367096,12533810,1645417,1649613,4621488,4617292,0,0,151,151,35.8,0,,,,,2102,73847,22290,1022,7,0,2102,161330,102236735,0,0,,,,,,,,,0,513939,9069717,42422266,147801,611,810,90317676,11679480,52053,35918,35844,23986,3,4,,,,,,,0,0,0,0,0,0,0
Federici9858,9858,-1,0,0,0.01;0.00,7.97867E-05,9144,114596462,5.55529E-06,1492,268571466,268569212,32064145,32616933,102220461,101667673,0,0,24.8,151,35.8,0,,,,,11549,100397,30045,2933,211,0,11549,852356,215744598,0,0,,,,,,,,,0,18429745,243178450,997858501,270457,703,889,190254605,25064238,143040,47368,47143,32906,15,9,,,,,,,0,0,0,0,0,0,0
Federici9886,9886,-1,0,0,0.01;0.00,0.000104767,12825,122401639,2.5876E-06,742,286751456,286739188,33028833,32732852,110340761,110636742,0,0,33.9,151,35.8,0,,,,,8462,287330,97177,8039,583,0,8462,698553,627925869,0,0,,,,,,,,,0,16990511,262094316,1123257032,783907,710,894,557093942,70125215,407338,144439,143342,88788,59,20,,,,,,,0,0,0,0,0,0,0
Federici9876,9876,-1,0,0,0.07;0.15,0.000840316,43760,52031905,0.001360119,164044,120445998,120603060,12792684,12842515,47508846,47459015,0,0,60.5,151,35.8,0,,,,,4237,73902,20165,1223,116,0,4237,549045,124480451,0,0,,,,,,,,,0,8401984,109226004,400607955,166880,659,878,109975342,14251712,72180,34603,34570,25527,12,2,,,,,,,0,0,0,0,0,0,0
Federici9891,9891,-1,0,0,0.05;0.08,0.000565324,54347,96079971,0.000966225,220452,227937640,228150230,29195250,28694439,84879865,85380676,0,0,49.6,151,35.8,0,,,,,7373,168997,54433,4770,225,0,7373,485178,341226106,0,0,,,,,,,,,0,14273421,208092829,847978689,428331,705,908,302289387,38435167,209678,82765,82151,53737,32,11,,,,,,,0,0,0,0,0,0,0
Federici9874,9874,-1,0,0,0.49;1.04,0.006094518,30688,5004657,0.015221976,188820,12215614,12400398,1722255,1704722,4477944,4495477,0,0,151,151,35.8,0,,,,,2178,100528,28431,1345,46,0,2178,402287,139907546,0,0,,,,,,,,,0,347994,8838045,58773979,200258,621,846,124457788,15100860,69961,48484,47873,33940,6,4,,,,,,,0,0,0,0,0,0,0
Federici9857,9857,-1,0,0,0.01;0.01,0.000136067,10638,78171566,0.000196215,36474,185851388,185883976,24627375,25101551,68314613,67840437,0,0,25.1,151,35.8,0,,,,,10699,182129,63742,5689,396,0,10699,747841,422503758,0,0,,,,,,,,,0,11045773,168613803,738931430,513329,731,913,375731152,46286922,275759,91259,90589,55722,49,17,,,,,,,0,0,0,0,0,0,0
Federici9827,9827,-1,0,0,0.01;0.00,8.54858E-05,13150,153813508,6.91882E-06,2526,365088482,365078922,47392639,47218458,135146822,135321003,0,0,23.7,151,3.98,0,,,,,2153,81812,19729,756,108,0,2153,846603,115039088,0,0,,,,,,,,,0,26448046,332890156,1214966024,164828,617,844,101826088,12994044,59432,38185,37643,29568,8,2,,,,,,,0,0,0,0,0,0,0
Federici9873,9873,-1,0,0,0.01;0.00,8.18099E-05,11937,145899412,7.57192E-06,2566,338880954,338871070,36876776,36990827,132558759,132444708,0,0,21,151,3.43,0,,,,,17610,106937,41058,5395,349,0,17610,559378,330246305,0,0,,,,,,,,,0,23588714,310660425,1158256421,374457,780,936,292327830,37557671,235715,54546,54050,30146,36,12,,,,,,,0,0,0,0,0,0,0
Federici9895,9895,-1,0,0,0.02;0.05,0.000298751,24935,83439269,0.000605313,118084,194961078,195072664,22749363,22485184,74786969,75051148,0,0,36,151,35.8,0,,,,,10442,174391,66081,6516,350,0,10442,499948,434893315,0,0,,,,,,,,,0,12781001,177374702,686585410,521404,736,897,383924993,50449006,293978,88723,87736,50967,51,20,,,,,,,0,0,0,0,0,0,0
Federici9865,9865,-1,0,0,0.01;0.00,9.66058E-05,11888,123044869,4.91758E-06,1428,290385430,290379110,36578904,35718246,108610651,109471309,0,0,32.1,151,35.8,0,,,,,11343,217703,73244,8071,436,0,11343,579970,521744176,0,0,,,,,,,,,0,17164279,265400118,1156516677,633013,730,911,462401321,58779797,350909,108366,107503,66235,56,21,,,,,,,0,0,0,0,0,0,0
Federici9887,9887,-1,0,0,0.01;0.00,7.64849E-05,14477,189264817,8.06413E-06,3508,435009500,434974203,46713148,46072876,170775717,171417177,0,0,151,151,35.7,0,,,,,11132,260670,86961,8545,534,0,11132,703341,597272462,0,0,,,,,,,,,0,30121067,396245223,1472629752,733194,721,906,528918660,67697543,394182,129807,129160,80045,60,30,,,,,,,0,0,0,0,0,0,0
Federici9850,9850,-1,0,0,0.01;0.00,8.21647E-05,9994,121623796,4.22195E-06,1208,286122454,286113954,32861792,35709311,110195185,107347666,0,0,33.8,151,35.8,0,,,,,16031,174622,61793,6122,545,0,16031,584158,460778313,0,0,,,,,,,,,0,16678556,262732867,1179798492,547698,747,911,409174305,51175217,319872,87917,87646,52263,65,17,,,,,,,0,0,0,0,0,0,0
Federici9897,9897,-1,0,0,0.01;0.01,0.000105381,16666,158132859,1.95314E-05,7272,372316984,372316888,44718100,44434540,141440344,141723904,0,0,29.3,151,5.41,0,,,,,7749,379490,134554,11740,631,0,7749,660458,843290697,0,0,,,,,,,,,0,21237919,341324388,1517468106,1047996,713,892,747404583,94911928,551050,192095,190851,114000,75,33,,,,,,,0,0,0,0,0,0,0
Federici9871,9871,-1,0,0,0.01;0.00,7.82821E-05,13410,171290031,2.02577E-06,824,406758632,406734358,50687898,51109248,152679281,152257931,0,0,9.82,151,7.66,0,,,,,12770,262318,89538,8614,647,0,12770,787534,627957718,0,0,,,,,,,,,0,25570510,371671783,1538744506,760283,731,917,556457083,70883793,416070,132689,131868,79656,66,26,,,,,,,0,0,0,0,0,0,0
Federici9844,9844,-1,0,0,0.01;0.00,7.27413E-05,9133,125545360,3.65571E-06,1072,293238530,293232534,32395073,35657912,114221194,110958355,0,0,0.383,151,35.8,0,,,,,7335,217448,76848,6708,298,0,7335,708375,464223378,0,0,,,,,,,,,0,17570356,268620416,1174313794,578761,709,893,410543195,53112525,294234,109900,109117,65510,40,20,,,,,,,0,0,0,0,0,0,0
Federici9853,9853,-1,0,0,0.01;0.00,5.23033E-05,6559,125396547,2.76579E-05,8176,295603810,295608522,35326904,39040386,112477357,108763875,0,0,36.3,151,35.8,0,,,,,5592,83446,26620,1799,147,0,5592,595912,160673744,0,0,,,,,,,,,0,28296693,263200817,716158787,207698,684,869,142094575,18322021,100659,40130,39700,27209,9,6,,,,,,,0,0,0,0,0,0,0
Federici9896,9896,-1,0,0,0.47;1.07,0.006138053,26440,4281115,0.016544432,176338,10482112,10654340,1528955,1536955,3798215,3790215,0,0,151,151,35.8,0,,,,,1635,72690,18765,725,23,0,1635,257711,90166764,0,0,,,,,,,,,0,316486,7140179,41656321,136374,586,801,79935228,9989126,42495,34218,34144,25517,3,4,,,,,,,0,0,0,0,0,0,0
Federici9901,9901,-1,0,0,0.01;0.01,0.000126768,30083,237277132,2.29307E-05,12452,543014642,542960847,53772930,53614635,217724829,217886790,0,0,151,151,35.7,0,,,,,11307,386425,131853,14046,751,0,11307,886926,923433818,0,0,,,,,,,,,0,35152503,497833635,1972538278,1126083,724,906,815797980,106630048,619265,196542,194898,115378,103,38,,,,,,,0,0,0,0,0,0,0
Federici9879,9879,-1,0,0,0.02;0.00,0.000154881,39077,252263550,3.03372E-06,1762,580803256,580752150,56967895,56684393,233421824,233700723,0,0,150,151,35.8,0,,,,,17122,260361,90165,8945,761,0,17122,649183,665788998,0,0,,,,,,,,,0,46279879,526670917,1704849769,811260,726,895,589361697,75720359,465588,134782,133912,76978,80,30,,,,,,,0,0,0,0,0,0,0
Federici9878,9878,-1,0,0,0.24;0.57,0.003077156,31480,10198744,0.007535459,183106,24116144,24295146,2898540,2897082,9249033,9250491,0,0,151,151,35.8,0,,,,,2973,132012,40848,2249,64,0,2973,435538,206187457,0,0,,,,,,,,,0,1040565,19574688,98011993,281127,648,858,182382165,23375072,110363,63834,63587,43343,11,6,,,,,,,0,0,0,0,0,0,0
Federici9866,9866,-1,0,0,0.01;0.01,0.000121531,9716,79937292,#VALUE!,?,?,190582720,24909715,24748719,70381645,70542641,0,0,28.8,151,35.8,0,,,,,7473,214845,71104,6332,329,0,7473,569318,443848472,0,0,,,,,,,,,,,,,561188,698,884,392042857,51206260,281686,106670,105695,67137,48,24,,,,,,,0,0,0,0,0,0,0
Federici9724,9724,-1,0,0,0.01;0.01,0.000107006,15826,147882143,3.93082E-06,1206,306804994,306800644,10862245,10928657,142538077,142471665,0,0,0.204,151,5.92,0,,,,,6870,413224,137343,11109,631,1,6870,1113230,844433071,0,0,,,,,,,,,0,18496081,279860903,1183323041,1076349,693,891,746113221,97265606,530202,212620,210604,122923,88,33,,,,,,,0,0,0,0,0,0,0
Federici9863,9863,-1,0,0,0.03;0.01,0.00022644,54717,241585370,3.33154E-06,1882,564902488,564832806,60324812,60820335,222110684,221616785,0,0,149,151,35.8,0,,,,,13643,187612,73671,8917,422,0,13643,793129,533945488,0,0,,,,,,,,,0,50869999,503481077,1487522110,633111,739,897,468336954,64861957,384322,100886,99916,47987,49,27,,,,,,,0,0,0,0,0,0,0
Federici9849,9849,-1,0,0,0.02;0.00,0.000158105,15162,95883037,5.33784E-06,1192,223310046,223291638,23920361,24008292,87725458,87637527,0,0,2.86,151,35.9,0,,,,,13884,169440,59003,6597,410,0,13884,707008,432818084,0,0,,,,,,,,,0,14994022,202878726,783774694,515932,740,918,382238858,50045307,295635,85166,84439,50692,47,19,,,,,,,0,0,0,0,0,0,0
Federici9881,9881,-1,0,0,0.02;0.01,0.00015808,27097,171385957,3.61594E-06,1454,402107438,402082076,46617298,46165957,154423740,154875081,0,0,11.4,151,8,0,,,,,10129,292209,101858,9173,627,0,10129,812000,681188576,0,0,,,,,,,,,0,25066250,369182941,1520938744,828375,717,894,594145374,85316210,452275,145571,144739,85790,68,27,,,,,,,0,0,0,0,0,0,0
Federici9836,9836,-1,0,0,0.01;0.00,0.000106546,27660,259579006,7.75935E-06,4646,598757100,598701960,63856872,67964762,235509009,231394831,0,0,151,151,35.8,0,,,,,10220,435568,156106,14267,870,0,10220,739210,1016831049,0,0,,,,,,,,,0,46470183,535318143,1870661335,1246683,722,900,900289533,115454102,672501,224142,222312,127728,100,64,,,,,,,0,0,0,0,0,0,0
Federici9864,9864,-1,0,0,0.00;0.00,4.02709E-05,7843,194748269,1.70056E-06,756,444558104,444503996,44098131,44757152,178169043,177511287,0,0,151,151,35.8,0,,,,,35227,77510,24786,3337,372,0,35227,652116,240219877,0,0,,,,,,,,,0,36838770,401928455,1271888347,270773,784,948,212550979,27422560,171354,37363,37170,24886,38,6,,,,,,,0,0,0,0,0,0,0
Federici9870,9870,-1,0,0,0.01;0.00,8.46191E-05,12053,142426312,9.9947E-06,3356,335774512,335770034,41297997,40612730,126587020,127272287,0,0,15,151,1.87,0,,,,,8625,331774,116292,10001,624,0,8625,954342,742558370,0,0,,,,,,,,,0,21608845,304355070,1215126768,920081,715,896,658344382,83430255,484385,168737,167647,99312,75,34,,,,,,,0,0,0,0,0,0,0
Federici9869,9869,-1,0,0,0.03;0.02,0.000239775,30884,128773009,7.14228E-05,21696,303746982,303756708,37705222,37188097,114173132,114690257,0,0,0.215,151,35.8,0,,,,,2024,268861,71982,3143,133,0,2024,683594,361915066,0,0,,,,,,,,,0,20514849,275486571,1079849587,523249,612,841,320252735,40864000,178373,124971,123598,96307,17,3,,,,,,,0,0,0,0,0,0,0
Federici9888,9888,-1,0,0,0.08;0.14,0.00091074,120230,131893273,0.00111619,346298,309903692,310225428,36679126,37688848,118433588,117423866,0,0,5.76,151,35.8,0,,,,,13975,198920,70712,8133,451,0,13975,682634,517426826,0,0,,,,,,,,,0,20467695,283437181,1100168210,613895,745,916,457653841,59184979,355053,100474,99496,58872,56,27,,,,,,,0,0,0,0,0,0,0
Federici9884,9884,-1,0,0,0.01;0.00,0.000100169,15380,153525706,3.73598E-06,1342,359207858,359191462,40508562,39985445,139087169,139610286,0,0,27.1,151,4.94,0,,,,,9979,262675,90550,8581,520,0,9979,659750,602939788,0,0,,,,,,,,,0,24159419,327369849,1256132475,737212,723,913,533136230,69114529,393788,132741,131805,78878,53,26,,,,,,,0,0,0,0,0,0,0
Federici9820,9820,-1,0,0,0.01;0.00,7.55103E-05,13572,179723473,5.65655E-06,2392,422870224,422861606,52045848,51347406,159384955,160083397,0,0,16.1,151,8.82,0,,,,,7224,116363,41914,3146,197,0,7224,984699,253377432,0,0,,,,,,,,,0,32095992,383991458,1356841989,313486,713,896,223656908,29391303,162289,58116,57706,35375,21,3,,,,,,,0,0,0,0,0,0,0
Federici9840,9840,-1,0,0,0.01;0.00,9.22348E-05,12109,131272345,8.5769E-06,2658,309899412,309894026,37146753,41485734,117800260,113461279,0,0,4.96,151,35.8,0,,,,,15697,132080,42871,4710,333,0,15697,502299,324529678,0,0,,,,,,,,,0,22446398,280554392,1049060330,394902,726,901,286772133,37329129,224373,65191,64699,40639,41,10,,,,,,,0,0,0,0,0,0,0
Federici9862,9862,-1,0,0,0.06;0.12,0.000730401,28724,39297633,0.001360725,125948,92433528,92554400,11352881,11001004,34924319,35276196,0,0,27.9,151,35.8,0,,,,,4749,146128,44423,3134,186,0,4749,570976,263374484,0,0,,,,,,,,,0,5395269,82699380,355928666,343267,676,883,232168283,30781795,156391,69369,68935,48572,18,11,,,,,,,0,0,0,0,0,0,0
